	RP	SYMBOL	Entrez RNA	RNA Type	Species	Protein	Entrez Protein	Protein Type	Species	Confidence
8320220	RP08320221	STOX1	219736	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320231	RP08320232	PPA1	5464	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320261	RP08320262	VDAC2	7417	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320381	RP08320382	RDX	5962	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320506	RP08320507	KIAA2013	90231	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320523	RP08320524	LGR4	55366	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320591	RP08320592	SSU72	29101	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320596	RP08320597	HIST2H2AC	8338	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320627	RP08320628	KAZN	23254	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320635	RP08320636	JTB	10899	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320639	RP08320640	ATP8B2	57198	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320642	RP08320643	PYGO2	90780	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320665	RP08320666	RRNAD1	51093	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320667	RP08320668	HDGF	3068	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320688	RP08320689	DCAF8	50717	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320696	RP08320697	DEDD	9191	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320739	RP08320740	PPP1R14B	26472	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320744	RP08320745	SF1	7536	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320746	RP08320747	MEN1	4221	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320754	RP08320755	CDCA5	113130	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320756	RP08320757	ZNHIT2	741	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320783	RP08320784	TAF10	6881	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320788	RP08320789	LRFN4	78999	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320792	RP08320793	PPP1CA	5499	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320857	RP08320858	ABL2	27	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320887	RP08320888	PICALM	8301	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320890	RP08320891	RPL27A	6157	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320910	RP08320911	SESN3	143686	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320954	RP08320955	ELK4	2005	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320966	RP08320967	PINK1	65018	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320976	RP08320977	CHPT1	56994	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8320986	RP08320987	CHST11	50515	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321015	RP08321016	PPP1CC	5501	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321051	RP08321052	SRSF9	8683	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321078	RP08321079	CDK2AP1	8099	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321105	RP08321106	RAN	5901	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321113	RP08321114	FBRSL1	57666	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321153	RP08321154	CMAS	55907	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321214	RP08321215	TAF5L	27097	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321225	RP08321226	FAM89A	375061	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321236	RP08321237	DISC1	27185	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321247	RP08321248	KCNK1	3775	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321277	RP08321278	CHML	1122	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321319	RP08321320	ZNF692	55657	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321349	RP08321350	KRT18	3875	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321360	RP08321361	HOXC9	3225	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321361	RP08321362	SMUG1	23583	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321368	RP08321369	CD63	967	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321422	RP08321423	MRPL51	51258	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321539	RP08321540	CARS2	79587	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321545	RP08321546	CUL4A	8451	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321550	RP08321551	CDC16	8881	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321582	RP08321583	MARCKSL1	65108	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321604	RP08321605	RNF19B	127544	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321630	RP08321631	TPT1	7178	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321679	RP08321680	CEP104	9731	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321699	RP08321700	YRDC	79693	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321706	RP08321707	RRAGC	64121	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321740	RP08321741	ANKRD9	122416	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321746	RP08321747	CKB	1152	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321749	RP08321750	KLC1	3831	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321776	RP08321777	ZNF219	51222	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321787	RP08321788	PRMT5	10419	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321789	RP08321790	CDH24	64403	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321885	RP08321886	DACT1	51339	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321913	RP08321914	MPP5	64398	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321968	RP08321969	CALM1	801	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321971	RP08321972	CCDC88C	440193	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321989	RP08321990	PAPOLA	10914	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8321996	RP08321997	PCSK6	5046	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322035	RP08322036	CHST14	113189	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322054	RP08322055	TTBK2	146057	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322072	RP08322073	SPATA5L1	79029	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322155	RP08322156	PKM	5315	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322186	RP08322187	RCN2	5955	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322195	RP08322196	MORF4L1	10933	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322254	RP08322255	UBE2I	7329	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322273	RP08322274	MRPS34	65993	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322292	RP08322293	ZNF598	90850	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322300	RP08322301	TRAF7	84231	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322306	RP08322307	ECI1	1632	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322313	RP08322314	UBFD1	56061	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322329	RP08322330	PDPK1	5170	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322332	RP08322333	SRRM2	23524	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322337	RP08322338	SH2B1	25970	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322344	RP08322345	MAZ	4150	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322381	RP08322382	KAT8	84148	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322388	RP08322389	ZNF263	10127	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322417	RP08322418	ANKS3	124401	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322461	RP08322462	KLHL21	9903	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322475	RP08322476	RAB40C	57799	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322478	RP08322479	PSKH1	5681	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322528	RP08322529	TMEM170A	124491	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322545	RP08322546	CAMTA1	23261	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322571	RP08322572	ZNF276	92822	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322602	RP08322603	MPRIP	23164	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322711	RP08322712	FBXL20	84961	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322768	RP08322769	FZD2	2535	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322790	RP08322791	SP2	6668	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322797	RP08322798	HOXB3	3213	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322877	RP08322878	DDX42	11325	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322897	RP08322898	AMZ2	51321	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322939	RP08322940	SRP68	6730	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322941	RP08322942	UBALD2	283991	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322945	RP08322946	SENP3	26168	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322967	RP08322968	NAA38	84316	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322971	RP08322972	CBX4	8535	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322989	RP08322990	ALYREF	10189	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322990	RP08322991	ANAPC11	51529	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8322996	RP08322997	GPS1	2873	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323036	RP08323037	GATA6	2627	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323051	RP08323052	DSG2	1829	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323064	RP08323065	RPRD1A	55197	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323069	RP08323070	TGIF1	7050	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323095	RP08323096	SSX2IP	117178	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323096	RP08323097	MBD2	8932	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323110	RP08323111	NEDD4L	23327	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323119	RP08323120	TNFRSF11A	8792	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323143	RP08323144	TXNL4A	10907	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323167	RP08323168	MRPL4	51073	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323181	RP08323182	CARM1	10498	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323183	RP08323184	GPX4	2879	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323191	RP08323192	ZNF653	115950	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323213	RP08323214	HOOK2	29911	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323232	RP08323233	SAMD1	90378	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323244	RP08323245	BRD4	23476	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323246	RP08323247	AKAP8L	26993	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323249	RP08323250	MBD3	53615	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323276	RP08323277	PIK3R2	5296	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323279	RP08323280	JUND	3727	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323280	RP08323281	LSM4	25804	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323282	RP08323283	KLF16	83855	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323284	RP08323285	FKBP8	23770	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323286	RP08323287	UBA52	7311	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323287	RP08323288	KLHL26	55295	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323303	RP08323304	MKNK2	2872	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323313	RP08323314	PLEKHJ1	55111	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323328	RP08323329	SLC39A3	29985	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323362	RP08323363	KCTD15	79047	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323363	RP08323364	HES4	57801	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323374	RP08323375	MFSD12	126321	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323381	RP08323382	RBM42	79171	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323433	RP08323434	HNRNPL	3191	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323435	RP08323436	NFKBIB	4793	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323452	RP08323453	EID2	163126	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323457	RP08323458	ZBTB7A	51341	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323463	RP08323464	C19orf47	126526	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323477	RP08323478	HNRNPUL1	11100	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323496	RP08323497	SH3GL1	6455	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323501	RP08323502	ZNF428	126299	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323523	RP08323524	TOMM40	10452	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323524	RP08323525	APOE	348	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323553	RP08323554	INAFM1	255783	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323572	RP08323573	SNRNP70	6625	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323581	RP08323582	MED25	81857	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323582	RP08323583	PTOV1	53635	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323626	RP08323627	TSEN34	79042	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323631	RP08323632	HSPBP1	23640	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323634	RP08323635	UBE2S	27338	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323637	RP08323638	NAT14	57106	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323644	RP08323645	U2AF2	11338	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323647	RP08323648	ZNF787	126208	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323699	RP08323700	KHSRP	8570	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323737	RP08323738	SNX5	27131	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323789	RP08323790	RALY	22913	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323804	RP08323805	CPNE1	8904	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323874	RP08323875	CEBPB	1051	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323876	RP08323877	PARD6B	84612	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323895	RP08323896	GNAS	2778	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323903	RP08323904	LSM14B	149986	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323907	RP08323908	ADRM1	11047	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323914	RP08323915	YTHDF1	54915	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323935	RP08323936	RPL31	6160	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323942	RP08323943	POU3F3	5455	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8323950	RP08323951	PDIA6	10130	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324043	RP08324044	TTC3	7267	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324048	RP08324049	PSMG1	8624	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324066	RP08324067	TRAPPC10	7109	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324139	RP08324140	AGPS	8540	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324152	RP08324153	RDH14	57665	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324221	RP08324222	PEX26	55670	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324226	RP08324227	SLC25A1	6576	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324236	RP08324237	TBX1	6899	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324237	RP08324238	TXNRD2	10587	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324239	RP08324240	TANGO2	128989	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324249	RP08324250	ZNF74	7625	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324258	RP08324259	SDF2L1	23753	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324320	RP08324321	YWHAH	7533	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324335	RP08324336	RBFOX2	23543	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324336	RP08324337	AGAP1	116987	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324392	RP08324393	STK25	10494	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324393	RP08324394	THAP4	51078	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324406	RP08324407	PRR5-ARHGAP8	553158	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324421	RP08324422	PIM3	415116	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324425	RP08324426	MAPK12	6300	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324488	RP08324489	PPM1B	5495	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324619	RP08324620	NAA50	80218	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324753	RP08324754	ATP11B	23200	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324790	RP08324791	PIGX	54965	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324792	RP08324793	SENP5	205564	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324819	RP08324820	UBP1	7342	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324908	RP08324909	NT5DC2	64943	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324932	RP08324933	PXK	54899	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8324953	RP08324954	CGGBP1	8545	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325005	RP08325006	ANXA5	308	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325145	RP08325146	REST	5978	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325156	RP08325157	TADA2B	93624	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325165	RP08325166	PCGF3	10336	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325182	RP08325183	HNRNPD	3184	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325189	RP08325190	COQ2	27235	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325190	RP08325191	GAK	2580	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325270	RP08325271	CLPTM1L	81037	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325287	RP08325288	PITX1	5307	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325288	RP08325289	H2AFY	9555	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325303	RP08325304	UBE2D2	7322	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325332	RP08325333	PRELID2	153768	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325388	RP08325389	BOD1	91272	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325390	RP08325391	MSX2	4488	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325394	RP08325395	CLTB	1212	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325400	RP08325401	PRELID1	27166	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325403	RP08325404	GRK6	2870	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325409	RP08325410	HNRNPAB	3182	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325420	RP08325421	RNF130	55819	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325440	RP08325441	DNAJC21	134218	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325444	RP08325445	NADK2	133686	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325462	RP08325463	EXOC3	11336	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325506	RP08325507	MAP1B	4131	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.9603
8325552	RP08325553	RHOBTB3	22836	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325573	RP08325574	SNX3	8724	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325663	RP08325664	PCMT1	5110	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325664	RP08325665	LRP11	84918	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325691	RP08325692	MYLIP	29116	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325699	RP08325700	PHF10	55274	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325704	RP08325705	PDCD2	5134	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325707	RP08325708	KIF13A	63971	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325828	RP08325829	C6orf89	221477	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
8325832	RP08325833	PXDC1	221749	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
